Call Time,Caller ID,Destination,Status,Ringing,Talking,Cost,Reason,Sentiment,Summary,Transcription
2025-08-01T09:26:30,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:10,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:30,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:09,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:31,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:08,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:31,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:08,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:32,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:07,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:33,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:06,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:33,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:05,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:34,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:04,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:35,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:04,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:35,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:03,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:36,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:02,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:36,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:01,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:37,GREGORIO VEGA VILLACOB (98314),95812,unanswered,00:00:00,00:00:00,0.00,No Route Exists,,,
2025-08-01T09:26:26,DROGUERIA STO024 (02420),VMail (03620),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO024 (02420),,,
2025-08-01T09:26:05,DROGUERIA STO024 (02420),DROGUERIA STO036 (03620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (03620)",,,
2025-08-01T09:25:40,DROGUERIA STO076 (07620),51520,answered,00:00:21,00:00:03,0.05,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:25:59,DROGUERIA SAO302 (30220),VMail (31120),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA SAO302 (30220),,,
2025-08-01T09:25:38,DROGUERIA SAO302 (30220),DROGUERIA STO311 (31120),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (31120)",,,
2025-08-01T09:23:37,DROGUERIA STO113 (11320),VMail (10420),answered,00:00:00,00:02:16,0.00,Terminated by DROGUERIA STO113 (11320),,,
2025-08-01T09:23:16,DROGUERIA STO113 (11320),DROGUERIA STO104 (10420),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (10420)",,,
2025-08-01T09:25:45,DROGUERIA SAO047 (04720),VMail (06020),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA SAO047 (04720),,,
2025-08-01T09:25:24,DROGUERIA SAO047 (04720),DROGUERIA STO060 (06020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06020)",,,
2025-08-01T09:25:40,DROGUERIA SAO203 (20320),VMail (20120),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SAO203 (20320),,,
2025-08-01T09:25:19,DROGUERIA SAO203 (20320),DROGUERIA STO201 (20120),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20120)",,,
2025-08-01T09:25:13,DROGUERIA STO076 (07620),51520,answered,00:00:21,00:00:05,0.08,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:25:32,DROGUERIA SAO302 (30220),1,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:25:26,ATENCION CLIENTE SDO892 (89210),VMail (89520),answered,00:00:00,00:00:04,0.00,Terminated by ATENCION CLIENTE SDO892 (89210),,,
2025-08-01T09:25:05,ATENCION CLIENTE SDO892 (89210),DROGUERIA SDO895 (89520),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (89520)",,,
2025-08-01T09:25:20,DROGUERIA STO568 (56820),VMail (13920),answered,00:00:00,00:00:10,0.00,Terminated by DROGUERIA STO568 (56820),,,
2025-08-01T09:25:20,DROGUERIA STO568 (56820),DROGUERIA STO139 (13920),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (13920)",,,
2025-08-01T09:24:47,DROGUERIA STO076 (07620),51520,answered,00:00:22,00:00:04,0.07,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:25:07,DROGUERIA SAO203 (20320),VMail (20120),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SAO203 (20320),,,
2025-08-01T09:24:46,DROGUERIA SAO203 (20320),DROGUERIA STO201 (20120),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20120)",,,
2025-08-01T09:24:54,ATENCION CLIENTE SDO892 (89210),VMail (89520),answered,00:00:00,00:00:04,0.00,Terminated by ATENCION CLIENTE SDO892 (89210),,,
2025-08-01T09:24:33,ATENCION CLIENTE SDO892 (89210),DROGUERIA SDO895 (89520),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (89520)",,,
2025-08-01T09:24:28,ATENCION CLIENTE STO135 (13510),95019,answered,00:00:21,00:00:05,0.08,Terminated by ATENCION CLIENTE STO135 (13510),,,
2025-08-01T09:24:22,DROGUERIA STO076 (07620),51520,answered,00:00:21,00:00:03,0.05,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:23:56,DROGUERIA STO076 (07620),51520,answered,00:00:22,00:00:04,0.06,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:23:31,DROGUERIA STO076 (07620),51520,answered,00:00:22,00:00:03,0.05,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:23:06,DROGUERIA STO076 (07620),51520,answered,00:00:21,00:00:03,0.06,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:23:09,DROGUERIA STO591 (59120),VMail (13020),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA STO591 (59120),,,
2025-08-01T09:22:48,DROGUERIA STO591 (59120),DROGUERIA STO130 (13020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (13020)",,,
2025-08-01T09:23:05,DROGUERIA STO024 (02420),VMail (00820),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA STO024 (02420),,,
2025-08-01T09:22:44,DROGUERIA STO024 (02420),DROGUERIA STO008 (00820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (00820)",,,
2025-08-01T09:22:40,DROGUERIA STO076 (07620),51520,answered,00:00:21,00:00:03,0.06,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:20:56,ATENCION CLIENTE SAO302 (30210),CENTRAL SEGURIDAD SAO 302 (30260),answered,00:00:08,00:01:43,0.00,Terminated by ATENCION CLIENTE SAO302 (30210),,,
2025-08-01T09:22:15,DROGUERIA STO076 (07620),51520,answered,00:00:21,00:00:03,0.05,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T09:21:20,DROGUERIA SAO067 (06720),DROGUERIA STO080 (08020),unanswered,00:00:11,00:00:00,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:20:25,DROGUERIA STO303 (30320),DROGUERIA STO301 (30120),answered,00:00:05,00:00:37,0.00,Terminated by DROGUERIA STO303 (30320),,,
2025-08-01T09:20:28,DROGUERIA STO100 (10020),51420,answered,00:00:22,00:00:03,0.04,Terminated by DROGUERIA STO100 (10020),,,
2025-08-01T09:19:53,DROGUERIA STO100 (10020),51420,answered,00:00:21,00:00:03,0.06,Terminated by DROGUERIA STO100 (10020),,,
2025-08-01T09:20:05,DROGUERIA SAO067 (06720),VMail (99989),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:19:56,DROGUERIA SAO067 (06720),VMail (07820),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:19:35,DROGUERIA SAO067 (06720),DROGUERIA STO078 (07820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (07820)",,,
2025-08-01T09:19:48,DROGUERIA STO100 (10020),151420,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:19:31,DROGUERIA STO315 (31520),VMail (99989),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA STO315 (31520),,,
2025-08-01T09:19:26,DROGUERIA SAO067 (06720),VMail (08020),answered,00:00:00,00:00:06,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:19:05,DROGUERIA SAO067 (06720),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T09:18:30,DROGUERIA STO303 (30320),DROGUERIA STO315 (31520),answered,00:00:07,00:00:52,0.00,Terminated by DROGUERIA STO303 (30320),,,
2025-08-01T09:16:46,ATENCION CLIENTE SAO320 (32010),98038,answered,00:00:16,00:02:18,2.30,Terminated by 98038,,,
2025-08-01T09:18:50,DROGUERIA SAO067 (06720),VMail (08020),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:18:29,DROGUERIA SAO067 (06720),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T09:18:30,6053610144:ivr_99002 (6053610144),VMail (12310),answered,00:00:00,00:00:10,0.00,Terminated by 6053610144:ivr_99002 (6053610144),,,
2025-08-01T09:18:09,6053610144:ivr_99002 (6053610144),ATENCION CLIENTE STO123 (12310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (12310)",,,
2025-08-01T09:18:04,DROGUERIA SAO067 (06720),VMail (08520),answered,00:00:00,00:00:09,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:17:43,DROGUERIA SAO067 (06720),DROGUERIA STO085 (08520),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08520)",,,
2025-08-01T09:18:05,DROGUERIA STO303 (30320),311020,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:17:54,DROGUERIA STO303 (30320),VMail (31020),answered,00:00:00,00:00:08,0.00,Terminated by DROGUERIA STO303 (30320),,,
2025-08-01T09:17:33,DROGUERIA STO303 (30320),DROGUERIA SAO310 (31020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (31020)",,,
2025-08-01T09:17:29,DROGUERIA STO303 (30320),1,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:09:03,SANDY OSORIO OSIA (90062),42110,answered,00:00:12,00:07:25,7.42,Terminated by 42110,,,
2025-08-01T09:16:35,ATENCION CLIENTE SAO320 (32010),9980115,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:16:28,ATENCION CLIENTE SAO320 (32010),1938115,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:16:20,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),VMail (20810),answered,00:00:00,00:00:03,0.00,Terminated by ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),,,
2025-08-01T09:15:59,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),ATENCION CLIENTE STO208 (20810),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20810)",,,
2025-08-01T09:11:30,DROGUERIA STO255 (25520),DROGUERIA SAO203 (20320),answered,00:00:06,00:04:41,0.00,Terminated by DROGUERIA SAO203 (20320),,,
2025-08-01T09:14:55,DROGUERIA STO043 (04320),DROGUERIA SDO099 (09920),answered,00:00:12,00:00:57,0.00,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:15:53,DROGUERIA SAO067 (06720),VMail (03820),answered,00:00:00,00:00:06,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:15:32,DROGUERIA SAO067 (06720),DROGUERIA STO038 (03820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (03820)",,,
2025-08-01T09:15:48,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),VMail (20810),answered,00:00:00,00:00:06,0.00,Terminated by ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),,,
2025-08-01T09:15:27,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),ATENCION CLIENTE STO208 (20810),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20810)",,,
2025-08-01T09:08:38,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),ATENCION CLIENTE SAO203 (20310),answered,00:00:06,00:06:07,0.00,Terminated by ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),,,
2025-08-01T09:14:11,DROGUERIA STO100 (10020),DROGUERIA SDO099 (09920),answered,00:00:06,00:00:19,0.00,Terminated by DROGUERIA STO100 (10020),,,
2025-08-01T09:13:28,DROGUERIA STO043 (04320),DROGUERIA STO084 (08420),answered,00:00:09,00:00:52,0.00,Terminated by DROGUERIA STO084 (08420),,,
2025-08-01T09:14:18,ATENCION CLIENTE SAO320 (32010),98038,unanswered,00:00:02,00:00:00,0.00,Terminated by ATENCION CLIENTE SAO320 (32010),,,
2025-08-01T09:14:06,ATENCION CLIENTE SAO320 (32010),938104,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:12:55,DROGUERIA STO207 (20720),DROGUERIA STO208 (20820),answered,00:00:11,00:00:34,0.00,Terminated by DROGUERIA STO207 (20720),,,
2025-08-01T09:13:21,DROGUERIA STO043 (04320),VMail (08420),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO043 (04320),,,
2025-08-01T09:13:00,DROGUERIA STO043 (04320),DROGUERIA STO084 (08420),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08420)",,,
2025-08-01T09:13:21,DROGUERIA STO100 (10020),VMail (09820),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO100 (10020),,,
2025-08-01T09:13:00,DROGUERIA STO100 (10020),DROGUERIA STO098 (09820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (09820)",,,
2025-08-01T09:13:24,ATENCION CLIENTE SAO320 (32010),1938104,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:12:37,DAIRA PATRICIA ARGUELLO OSORIO (90411),MIRIAN SOFIA BARANDICA RUA (90061),answered,00:00:09,00:00:25,0.00,Terminated by DAIRA PATRICIA ARGUELLO OSORIO (90411),,,
2025-08-01T09:13:11,ATENCION CLIENTE SAO320 (32010),1938104,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:12:58,ATENCION CLIENTE SAO320 (32010),1938,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:12:37,ATENCION CLIENTE STO263 (26310),VMail (26010),answered,00:00:00,00:00:02,0.00,Terminated by ATENCION CLIENTE STO263 (26310),,,
2025-08-01T09:12:16,ATENCION CLIENTE STO263 (26310),ATENCION CLIENTE SAO260 (26010),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (26010)",,,
2025-08-01T09:12:30,DAIRA PATRICIA ARGUELLO OSORIO (90411),VMail (90062),answered,00:00:00,00:00:03,0.00,Terminated by DAIRA PATRICIA ARGUELLO OSORIO (90411),,,
2025-08-01T09:12:30,DAIRA PATRICIA ARGUELLO OSORIO (90411),SANDY OSORIO OSIA (90062),unanswered,00:00:00,00:00:00,0.00,"Busy, forwarded to VMail (90062)",,,
2025-08-01T09:12:01,CENTRAL SEGURIDAD SAO 302 (30260),ATENCION CLIENTE SAO302 (30210),answered,00:00:14,00:00:15,0.00,Terminated by CENTRAL SEGURIDAD SAO 302 (30260),,,
2025-08-01T09:12:13,DROGUERIA STO043 (04320),DROGUERIA STO 079 (07920),answered,00:00:17,00:00:00,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T09:12:17,DAIRA PATRICIA ARGUELLO OSORIO (90411),VMail (90062),answered,00:00:00,00:00:05,0.00,Terminated by DAIRA PATRICIA ARGUELLO OSORIO (90411),,,
2025-08-01T09:12:17,DAIRA PATRICIA ARGUELLO OSORIO (90411),SANDY OSORIO OSIA (90062),unanswered,00:00:00,00:00:00,0.00,"Busy, forwarded to VMail (90062)",,,
2025-08-01T09:12:09,DROGUERIA SAO047 (04720),VMail (07220),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SAO047 (04720),,,
2025-08-01T09:11:48,DROGUERIA SAO047 (04720),DROGUERIA STO072 (07220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (07220)",,,
2025-08-01T09:12:08,ATENCION CLIENTE STO263 (26310),VMail (26010),answered,00:00:00,00:00:03,0.00,Terminated by ATENCION CLIENTE STO263 (26310),,,
2025-08-01T09:11:47,ATENCION CLIENTE STO263 (26310),ATENCION CLIENTE SAO260 (26010),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (26010)",,,
2025-08-01T09:12:06,DAIRA PATRICIA ARGUELLO OSORIO (90411),VMail (90062),answered,00:00:00,00:00:04,0.00,Terminated by DAIRA PATRICIA ARGUELLO OSORIO (90411),,,
2025-08-01T09:12:06,DAIRA PATRICIA ARGUELLO OSORIO (90411),SANDY OSORIO OSIA (90062),unanswered,00:00:00,00:00:00,0.00,"Busy, forwarded to VMail (90062)",,,
2025-08-01T09:11:51,DROGUERIA STO043 (04320),VMail (07920),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO043 (04320),,,
2025-08-01T09:11:30,DROGUERIA STO043 (04320),DROGUERIA STO 079 (07920),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (07920)",,,
2025-08-01T09:11:37,DROGUERIA STO100 (10020),VMail (09820),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO100 (10020),,,
2025-08-01T09:11:16,DROGUERIA STO100 (10020),DROGUERIA STO098 (09820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (09820)",,,
2025-08-01T09:11:29,ATENCION CLIENTE STO263 (26310),VMail (26010),answered,00:00:00,00:00:03,0.00,Terminated by ATENCION CLIENTE STO263 (26310),,,
2025-08-01T09:11:08,ATENCION CLIENTE STO263 (26310),ATENCION CLIENTE SAO260 (26010),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (26010)",,,
2025-08-01T09:10:42,LORENA PATRICIA CEPEDA LORA (98695),ATENCION CLIENTE STO084 (08410),answered,00:00:11,00:00:33,0.00,Terminated by LORENA PATRICIA CEPEDA LORA (98695),,,
2025-08-01T09:11:17,DROGUERIA SAO047 (04720),VMail (02720),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SAO047 (04720),,,
2025-08-01T09:10:56,DROGUERIA SAO047 (04720),DROGUERIA STO027 (02720),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (02720)",,,
2025-08-01T09:10:19,DROGUERIA STO043 (04320),DROGUERIA STO059 (05920),answered,00:00:05,00:00:50,0.00,Terminated by DROGUERIA STO043 (04320),,,
2025-08-01T09:10:32,DROGUERIA STO301 (30120),DROGUERIA SAO302 (30220),answered,00:00:07,00:00:14,0.00,Terminated by DROGUERIA STO301 (30120),,,
2025-08-01T09:10:21,LORENA PATRICIA CEPEDA LORA (98695),DROGUERIA STO084 (08420),unanswered,00:00:14,00:00:00,0.00,Terminated by LORENA PATRICIA CEPEDA LORA (98695),,,
2025-08-01T09:07:08,DROGUERIA SAO302 (30220),DROGUERIA STO301 (30120),answered,00:00:08,00:03:02,0.00,Terminated by DROGUERIA STO301 (30120),,,
2025-08-01T09:08:07,DROGUERIA SAO067 (06720),VMail (03820),answered,00:00:00,00:02:12,0.00,Terminated by DROGUERIA SAO067 (06720),,,
2025-08-01T09:07:45,DROGUERIA SAO067 (06720),DROGUERIA STO038 (03820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (03820)",,,
2025-08-01T09:09:16,DROGUERIA STO043 (04320),VMail (05920),answered,00:00:00,00:00:56,0.00,Terminated by DROGUERIA STO043 (04320),,,
2025-08-01T09:08:55,DROGUERIA STO043 (04320),DROGUERIA STO059 (05920),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (05920)",,,
2025-08-01T09:08:52,DROGUERIA SDO099 (09920),DROGUERIA STO085 (08520),answered,00:00:12,00:00:48,0.00,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:09:36,DROGUERIA STO107 (10720),VMail (10120),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO107 (10720),,,
2025-08-01T09:09:15,DROGUERIA STO107 (10720),DROGUERIA STO101 (10120),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (10120)",,,
2025-08-01T09:09:00,SANDY OSORIO OSIA (90062),1,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:08:48,DROGUERIA SDO099 (09920),05,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:08:42,DROGUERIA SDO099 (09920),VMail (08420),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:08:21,DROGUERIA SDO099 (09920),DROGUERIA STO084 (08420),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08420)",,,
2025-08-01T09:08:26,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),ATENCION CLIENTE SAO203 (20310),answered,00:00:06,00:00:00,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T09:08:12,DROGUERIA SDO099 (09920),51520,unanswered,00:00:05,00:00:00,0.00,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:07:42,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:05,0.08,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:07:40,CENTRAL SEGURIDAD SAO 302 (30260),ATENCION CLIENTE SAO302 (30210),answered,00:00:07,00:00:17,0.00,Terminated by CENTRAL SEGURIDAD SAO 302 (30260),,,
2025-08-01T09:06:43,DROGUERIA SDO892 (89220),DROGUERIA SDO895 (89520),answered,00:00:04,00:00:58,0.00,Terminated by DROGUERIA SDO895 (89520),,,
2025-08-01T09:07:13,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:05,0.08,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:07:07,ATENCION CLIENTE STO208 (20810),98120,answered,00:00:03,00:00:16,0.27,Terminated by 98120,,,
2025-08-01T09:06:24,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),ATENCION CLIENTE STO120 (12010),answered,00:00:10,00:00:40,0.00,Terminated by ATENCION CLIENTE STO120 (12010),,,
2025-08-01T09:06:42,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:07,0.12,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:06:43,ATENCION CLIENTE SDO058 (05810),VMail (08220),answered,00:00:00,00:00:03,0.00,Terminated by ATENCION CLIENTE SDO058 (05810),,,
2025-08-01T09:06:22,ATENCION CLIENTE SDO058 (05810),DROGUERIA STO082 (08220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08220)",,,
2025-08-01T09:06:10,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:06,0.10,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:02:24,ESTUDIANTE EN PRACTICA SERVICIOS GENERALES (98142),ATENCION CLIENTE STO119 (11910),answered,00:00:11,00:03:29,0.00,Terminated by ATENCION CLIENTE STO119 (11910),,,
2025-08-01T09:05:22,DROGUERIA SDO099 (09920),54420,answered,00:00:21,00:00:05,0.09,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:02:44,DROGUERIA STO104 (10420),61020,answered,00:00:21,00:02:19,2.31,Terminated by DROGUERIA STO104 (10420),,,
2025-08-01T09:04:53,DROGUERIA SDO099 (09920),54420,answered,00:00:21,00:00:03,0.05,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:02:03,ATENCION CLIENTE STO072 (07210),51420,answered,00:00:21,00:02:35,2.59,Terminated by 51420,,,
2025-08-01T09:04:25,DROGUERIA SDO099 (09920),54420,answered,00:00:21,00:00:04,0.07,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T09:04:21,DROGUERIA SDO099 (09920),154420,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T09:03:38,DROGUERIA STO036 (03620),51520,answered,00:00:21,00:00:03,0.05,Terminated by DROGUERIA STO036 (03620),,,
2025-08-01T09:03:38,MARIA ARMELLA MACHACON (98484),VMail (00920),answered,00:00:00,00:00:03,0.00,Terminated by MARIA ARMELLA MACHACON (98484),,,
2025-08-01T09:03:17,MARIA ARMELLA MACHACON (98484),DROGUERIA STO009 (00920),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (00920)",,,
2025-08-01T09:03:15,DROGUERIA STO255 (25520),VMail (20320),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO255 (25520),,,
2025-08-01T09:02:54,DROGUERIA STO255 (25520),DROGUERIA SAO203 (20320),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20320)",,,
2025-08-01T09:03:12,MARIA ARMELLA MACHACON (98484),VMail (00910),answered,00:00:00,00:00:02,0.00,Terminated by MARIA ARMELLA MACHACON (98484),,,
2025-08-01T09:02:51,MARIA ARMELLA MACHACON (98484),ATENCION CLIENTE STO009 (00910),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (00910)",,,
2025-08-01T09:02:19,DROGUERIA STO107 (10720),VMail (10220),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO107 (10720),,,
2025-08-01T09:01:58,DROGUERIA STO107 (10720),DROGUERIA STO102 (10220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (10220)",,,
2025-08-01T08:59:50,SANDY OSORIO OSIA (90062),98342,answered,00:00:06,00:02:15,2.25,Terminated by SANDY OSORIO OSIA (90062),,,
2025-08-01T09:01:55,DROGUERIA STO107 (10720),DROGUERIA STO102 (10220),unanswered,00:00:00,00:00:00,0.00,Terminated by DROGUERIA STO107 (10720),,,
2025-08-01T09:01:45,DROGUERIA STO107 (10720),VMail (10220),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO107 (10720),,,
2025-08-01T09:01:24,DROGUERIA STO107 (10720),DROGUERIA STO102 (10220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (10220)",,,
2025-08-01T09:00:46,ATENCION CLIENTE STO072 (07210),51420,answered,00:00:21,00:00:36,0.60,Terminated by ATENCION CLIENTE STO072 (07210),,,
2025-08-01T09:01:00,DROGUERIA STO255 (25520),76020,answered,00:00:22,00:00:04,0.07,Terminated by DROGUERIA STO255 (25520),,,
2025-08-01T09:01:00,DROGUERIA STO136 (13620),57320,answered,00:00:22,00:00:03,0.05,Terminated by DROGUERIA STO136 (13620),,,
2025-08-01T09:01:14,DROGUERIA STO107 (10720),VMail (99989),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA STO107 (10720),,,
2025-08-01T09:01:12,DROGUERIA STO107 (10720),1020,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
